RealID;Mean;Var
1;19693.4289663508;4216254.298751414
2;19858.529679309897;1629259.8022049784
3;19445.06497345992;1474093.5017363634
4;19468.248563455265;571512.371082803
5;19618.403123882046;396746.39327329205
6;19389.183520320217;496818.5804560804
7;19247.394817162127;401690.7770094661
8;19584.324921058684;1193531.4370012172
9;19493.170340609086;939097.1476713566
10;19562.01617618092;762215.8893661038
11;19622.027711500115;574833.447670093
12;19770.312271416806;750736.5478303353
13;19873.408145578585;747085.830264225
14;19893.18963139386;618246.2606440363
15;19852.51397534649;509403.8779948889
16;19722.26873087629;682754.7576999287
17;19853.410111896916;773887.1841452535
18;19846.980956906675;656550.6406009255
19;19899.004957605575;595212.7979859541
20;19825.719621072858;584454.5882976265
21;19885.9600706014;564309.0265786721
22;19904.223376871603;472924.6312703256
23;19995.535993155765;600637.1023502304
24;19960.352586368874;578593.7655657362
25;19946.877222079172;495932.17819087615
26;19915.569148133607;430764.0635774778
27;19791.16700928206;818227.2804043957
28;19846.0057040822;825155.6299214257
29;19819.279647358504;744604.578877694
30;19795.870955250713;683877.1158629506
31;19744.795367795672;705121.7507835208
32;19821.70629211772;815519.3829460209
33;19790.95981978381;769102.9959906152
34;19822.537126924533;723341.5774546891
35;19813.560363375098;675164.0831630804
36;19788.851269547686;630430.6317376564
37;19755.979519109653;618593.8544692355
38;19713.74351856328;647658.551827017
39;19717.29784828097;573890.124681952
40;19671.133046201863;604347.7532546006
41;19687.562980548915;557380.4302438764
42;19727.3220630243;578240.0256067879
43;19689.888659728724;581947.179422608
44;19733.93688855601;625869.4345021358
45;19732.462368729462;566208.8534044061
46;19714.40363912175;534457.4329533615
47;19760.671044635783;583651.2963722065
48;19793.805327825838;579134.5238346244
49;19801.75872727433;539007.1070133267
50;19817.89990131142;506472.139108059
51;19783.828363177403;532067.4399600435
52;19755.106407991123;528912.8288797748
53;19739.901229794046;510607.3896464724
54;19738.70357357484;474658.1389051642
55;19689.516243645554;577273.735706297
