TrueTau;EstTau;UncorrVar;CorrVar;Samp;Model
18973.781412812357;19217.2640338221;871094.727450321;488627.72089850175;451146.14330593165;37481.5775925701
19043.835587986072;17662.162712205256;945166.3657273905;597736.1396032016;554672.5164401478;43063.62316305388
19168.29877464798;19791.811479074968;893575.2968874958;493173.3886121558;428898.2699417146;64275.11867044121
19086.032583242933;17402.54858091412;932624.0971541777;597761.4757405554;538006.7998149258;59754.67592562968
18860.076932539243;18776.51370595863;831345.1593145392;456062.07731787965;402268.0059147314;53794.071403148235
19002.948714512877;19813.077767400464;901829.790279439;499711.84896606347;439187.19193358556;60524.6570324779
18930.076578532;19529.37521921338;945912.3270247254;556936.3246987407;498895.98913555907;58040.33556318167
18839.705599239576;18301.846136812615;798569.6387128145;435359.97327131615;382584.3645162019;52775.608755114255
18813.734906164875;20029.295724188152;783610.2092478209;393583.018474266;329286.3292707379;64296.689203528105
18921.76166621817;19668.444884901546;958146.0151757624;563185.8961281728;494323.26675148454;68862.62937668827
18974.464274202663;20061.75564578835;919733.8411256021;512855.96889102896;442793.8283151121;70062.14057591686
18810.813778803895;19516.266965526855;1005894.9264843517;611696.7296490682;556262.6279660083;55434.10168305994
19123.88854900457;18508.069115531987;860066.5385506111;485537.91849352256;441635.84599698626;43902.072496536304
18884.604161364572;18823.776062583198;885536.5841680665;509363.5834784412;471765.01540699217;37598.56807144906
18826.90794653908;17960.817181475846;926909.2506229482;580333.7958482257;532373.0075652425;47960.78828298324
18870.74285876693;18795.623967229243;949758.0461763013;564935.2621315685;519162.64402211923;45772.61810944928
18881.14765354776;18595.67165804236;876523.9961620064;505186.75713090715;450759.0570143508;54427.70011655637
19126.20754108126;18045.72015173982;888353.31536078;529702.2291166014;453089.9928664077;76612.23625019367
18961.225436478602;17943.312627149324;933776.3250866715;586961.8907137426;539851.5277794821;47110.36293426051
18924.341469994957;18920.41827111302;876801.1028586179;492933.0693822615;443309.12840495305;49623.94097730843
18922.65576876768;19721.893236194515;919425.6354602687;522058.8673999929;471631.3838107006;50427.48358929227
19127.763608640253;19207.702798506456;982510.252063058;602267.6226562018;548378.6437624013;53888.97889380052
18937.030151318675;19552.3762238246;1044433.5282673218;651560.0995000683;602267.19079419;49292.908705878304
18838.291178633393;18520.872047205008;959699.2375553492;589926.4202643572;531551.3003839797;58375.11988037755
19008.712860972337;18855.59727929548;829883.4876396247;461053.6083641163;402561.2646035645;58492.34376055177
18872.17843679532;18734.574398325243;915812.0068392947;548212.9968830706;492139.98542895046;56073.01145412016
18986.06061654173;18735.57527942076;1047092.5362374489;675783.4224176714;631969.1495769361;43814.27284073527
19051.577111210638;19040.904056187872;858635.7986715381;471312.6224957643;427392.4650923314;43920.15740343288
19026.562414763615;18384.417261310788;864739.4893450857;499535.8629118524;447982.31435864384;51553.54855320859
18999.7210765878;20022.128382464416;887595.8421467743;481723.1265507024;412956.13238789083;68766.99416281155
19119.56011193997;18132.269751049684;971099.9364259002;610819.3449688348;560701.8030153695;50117.54195346532
18864.28058369305;18082.93924646884;1044596.7005242683;683099.8247692253;644396.113725223;38703.711044002324
18915.57148767951;19349.844237689395;953307.3418127315;557409.8921694516;507234.04014401184;50175.85202543973
18953.75589721828;18771.705331831366;948631.8614276466;581930.047095316;534832.3315592841;47097.71553603187
18949.607463151282;19726.522759535033;981409.4487700125;587926.9555390637;539928.5665846348;47998.38895442884
18984.7239443423;19830.056874690676;1008909.0264252138;596201.3634326335;529144.5363174425;67056.82711519091
18944.84217882167;18662.84215707332;907927.2422439433;533390.1817779659;491666.18926006055;41723.99251790531
18838.99548871949;18607.76244829449;857052.9697865569;481471.5275620375;428935.22325981973;52536.30430221779
19018.204302479993;17956.77162928669;950756.2604851751;589424.6810908327;520053.7497781164;69370.93131271633
19076.13048708112;18921.45318869912;886377.5562688133;514079.6089915249;473652.24558085634;40427.363410668564
19115.65035319201;17955.756932266948;909178.9181413089;561203.6402565229;515031.9251138768;46171.715142646106
18951.561686105222;20443.9935224622;973522.7906193304;552748.8368734068;487724.4681318701;65024.36874153663
18747.542142974726;19452.06768732797;975964.6011591335;583022.362574996;525981.1762687892;57041.18630620674
19047.780181041995;19745.280844648812;862440.4057138523;469787.84612104646;430675.30002023757;39112.54610080889
18859.23114510008;18631.11860320848;901349.8553226842;527029.6720696827;492134.18248931726;34895.48958036548
19034.807031881053;18757.302180765695;953871.3960305485;589448.973293444;533175.0279305519;56273.94536289212
19137.89002637364;18655.422778106662;903438.356066886;520263.7476007949;473940.2049189189;46323.54268187599
18932.421620943023;19345.078509722483;855323.2984664732;461490.9942749116;400843.7322409544;60647.26203395717
18949.154708992926;19997.47099608915;869408.7166507983;468571.1625231692;409179.79667354573;59391.36584962346
18773.715827837994;18355.16249074689;840929.5038623456;481124.51502681646;436064.3148459229;45060.20018089353
18810.463486925164;18813.254396695273;889481.6962713569;518036.6372950128;488388.5666854455;29648.070609567338
19040.72319102619;18932.918482437348;899049.3122393417;525768.024148366;477999.82496427523;47768.199184090714
