"reg_adm","annee","TENURE","tot","superficie_km2","poss_ha","annee.y","ID"
7,2006,"PU",3142509,21996,1.42867294053464,2006,"PU_7"
7,2007,"PR",1219700,5243,2.32633988174709,2007,"PR_7"
7,2007,"PU",3142509,21996,1.42867294053464,2007,"PU_7"
7,2008,"PR",1219700,5243,2.32633988174709,2008,"PR_7"
7,2008,"PU",3142509,21996,1.42867294053464,2008,"PU_7"
7,2009,"PR",1219700,5243,2.32633988174709,2009,"PR_7"
7,2009,"PU",2285964,21996,1.03926350245499,2009,"PU_7"
7,2010,"PR",1219700,5243,2.32633988174709,2010,"PR_7"
7,2010,"PU",2467200,21996,1.12165848336061,2010,"PU_7"
7,2011,"PR",1219700,5243,2.32633988174709,2011,"PR_7"
7,2011,"PU",2467200,21996,1.12165848336061,2011,"PU_7"
7,2012,"PR",1219700,5244,2.32589626239512,2012,"PR_7"
7,2012,"PU",2467200,21996,1.12165848336061,2012,"PU_7"
7,2013,"PR",1219700,5244,2.32589626239512,2013,"PR_7"
7,2013,"PU",2467200,21996,1.12165848336061,2013,"PU_7"
7,2014,"PR",1655996,5244,3.15788710907704,2014,"PR_7"
7,2014,"PU",2596100,21996,1.18026004728132,2014,"PU_7"
8,1988,"PR",736000,6247,1.17816551944934,1988,"PR_8"
8,1988,"PU",8158000,84811,0.961903526665173,1988,"PU_8"
8,1989,"PR",735000,3704,1.98434125269978,1989,"PR_8"
8,1989,"PU",5832260,44370,1.31446022086996,1989,"PU_8"
8,1990,"PR",735000,3704,1.98434125269978,1990,"PR_8"
8,1990,"PU",5832260,44370,1.31446022086996,1990,"PU_8"
8,1991,"PR",743600,3704,2.00755939524838,1991,"PR_8"
8,1991,"PU",5942400,44370,1.33928329952671,1991,"PU_8"
8,1992,"PR",743600,3704,2.00755939524838,1992,"PR_8"
8,1992,"PU",5942400,44322,1.34073372140246,1992,"PU_8"
8,1993,"PR",743600,3703,2.00810153929247,1993,"PR_8"
8,1993,"PU",6053773,44322,1.36586187446415,1993,"PU_8"
8,1994,"PR",743600,3703,2.00810153929247,1994,"PR_8"
8,1994,"PU",6052321,44322,1.36553427191914,1994,"PU_8"
8,1995,"PR",393090,3703,1.06154469349176,1995,"PR_8"
8,1995,"PU",6343786,44322,1.4312950679121,1995,"PU_8"
8,1996,"PR",393090,3704,1.06125809935205,1996,"PR_8"
8,1996,"PU",6343786,44320,1.43135965703971,1996,"PU_8"
8,1997,"PR",393090,3704,1.06125809935205,1997,"PR_8"
8,1997,"PU",6343786,44320,1.43135965703971,1997,"PU_8"
8,1998,"PR",393090,3704,1.06125809935205,1998,"PR_8"
8,1998,"PU",6343786,44320,1.43135965703971,1998,"PU_8"
8,1999,"PR",388600,3704,1.04913606911447,1999,"PR_8"
8,1999,"PU",6143200,44172,1.39074526849588,1999,"PU_8"
8,2000,"PR",391900,3675,1.06639455782313,2000,"PR_8"
8,2000,"PU",6151143,44878,1.37063661482241,2000,"PU_8"
8,2001,"PR",823400,3675,2.24054421768707,2001,"PR_8"
8,2001,"PU",6167495,44878,1.37428027095682,2001,"PU_8"
8,2002,"PR",844600,3675,2.29823129251701,2002,"PR_8"
8,2002,"PU",5991584,44878,1.33508266856812,2002,"PU_8"
8,2003,"PR",844600,3666,2.30387343153301,2003,"PR_8"
8,2003,"PU",5991584,44929,1.33356718377885,2003,"PU_8"
8,2004,"PR",844600,3666,2.30387343153301,2004,"PR_8"
8,2004,"PU",5991584,44929,1.33356718377885,2004,"PU_8"
8,2005,"PR",844600,3666,2.30387343153301,2005,"PR_8"
8,2005,"PU",5991584,44929,1.33356718377885,2005,"PU_8"
8,2006,"PR",844600,3666,2.30387343153301,2006,"PR_8"
8,2006,"PU",5143430,44929,1.14479066972334,2006,"PU_8"
8,2007,"PR",844600,3666,2.30387343153301,2007,"PR_8"
8,2007,"PU",5143430,44929,1.14479066972334,2007,"PU_8"
8,2008,"PR",844600,3666,2.30387343153301,2008,"PR_8"
8,2008,"PU",5143430,44929,1.14479066972334,2008,"PU_8"
8,2009,"PR",844600,3666,2.30387343153301,2009,"PR_8"
8,2009,"PU",4303638,44929,0.957875314384918,2009,"PU_8"
8,2010,"PR",844600,3666,2.30387343153301,2010,"PR_8"
8,2010,"PU",3376200,44929,0.751452291393087,2010,"PU_8"
8,2011,"PR",844600,3666,2.30387343153301,2011,"PR_8"
8,2011,"PU",3376200,44929,0.751452291393087,2011,"PU_8"
8,2012,"PR",844600,3666,2.30387343153301,2012,"PR_8"
8,2012,"PU",3376200,44929,0.751452291393087,2012,"PU_8"
8,2013,"PR",844600,3666,2.30387343153301,2013,"PR_8"
8,2013,"PU",3376200,44929,0.751452291393087,2013,"PU_8"
8,2014,"PR",712386,3666,1.94322422258592,2014,"PR_8"
8,2014,"PU",3620400,44929,0.805804714104476,2014,"PU_8"
9,1988,"PR",139000,1335,1.04119850187266,1988,"PR_9"
9,1988,"PU",4572000,156679,0.291806815208164,1988,"PU_9"
9,1989,"PR",139400,1263,1.10372129849565,1989,"PR_9"
9,1989,"PU",4501600,170983,0.263277635788353,1989,"PU_9"
9,1990,"PR",139400,1263,1.10372129849565,1990,"PR_9"
9,1990,"PU",4501600,170983,0.263277635788353,1990,"PU_9"
9,1991,"PR",193600,1263,1.53285827395091,1991,"PR_9"
9,1991,"PU",3950580,170983,0.231051040161887,1991,"PU_9"
9,1992,"PR",193600,1263,1.53285827395091,1992,"PR_9"
9,1992,"PU",3950580,146493,0.26967704941533,1992,"PU_9"
9,1993,"PR",193600,1276,1.51724137931034,1993,"PR_9"
9,1993,"PU",4158150,142455,0.291892176476782,1993,"PU_9"
9,1994,"PR",193600,1280,1.5125,1994,"PR_9"
9,1994,"PU",4158150,142455,0.291892176476782,1994,"PU_9"
9,1995,"PR",170132,1280,1.32915625,1995,"PR_9"
9,1995,"PU",4492473,142455,0.315360850794988,1995,"PU_9"
9,1996,"PR",170132,1280,1.32915625,1996,"PR_9"
9,1996,"PU",4492473,142455,0.315360850794988,1996,"PU_9"
9,1997,"PR",170132,1280,1.32915625,1997,"PR_9"
9,1997,"PU",4492473,142455,0.315360850794988,1997,"PU_9"
9,1998,"PR",170132,1280,1.32915625,1998,"PR_9"
9,1998,"PU",4492473,142455,0.315360850794988,1998,"PU_9"
9,1999,"PR",387000,1281,3.02107728337237,1999,"PR_9"
9,1999,"PU",5214500,142500,0.365929824561403,1999,"PU_9"
9,2000,"PR",387000,1280,3.0234375,2000,"PR_9"
9,2000,"PU",6481021,142455,0.454952160331333,2000,"PU_9"
9,2001,"PR",198100,1280,1.54765625,2001,"PR_9"
9,2001,"PU",5485290,142455,0.385054227650837,2001,"PU_9"
9,2002,"PR",198100,1280,1.54765625,2002,"PR_9"
9,2002,"PU",5589490,142455,0.392368818223299,2002,"PU_9"
9,2003,"PR",198100,1300,1.52384615384615,2003,"PR_9"
9,2003,"PU",5589490,78993,0.707593077867659,2003,"PU_9"
9,2004,"PR",198100,1300,1.52384615384615,2004,"PR_9"
9,2004,"PU",5589490,78993,0.707593077867659,2004,"PU_9"
9,2005,"PR",198100,1300,1.52384615384615,2005,"PR_9"
9,2005,"PU",5589490,78993,0.707593077867659,2005,"PU_9"
9,2006,"PR",198100,1300,1.52384615384615,2006,"PR_9"
9,2006,"PU",4556013,78993,0.576761611788386,2006,"PU_9"
9,2007,"PR",198100,1300,1.52384615384615,2007,"PR_9"
9,2007,"PU",4556013,78993,0.576761611788386,2007,"PU_9"
9,2008,"PR",198100,1300,1.52384615384615,2008,"PR_9"
9,2008,"PU",4556013,78993,0.576761611788386,2008,"PU_9"
9,2009,"PR",198100,1300,1.52384615384615,2009,"PR_9"
9,2009,"PU",3801032,78993,0.481185927867026,2009,"PU_9"
9,2010,"PR",198100,1300,1.52384615384615,2010,"PR_9"
9,2010,"PU",3426200,78993,0.433734634714468,2010,"PU_9"
9,2011,"PR",198100,1300,1.52384615384615,2011,"PR_9"
9,2011,"PU",3426200,78993,0.433734634714468,2011,"PU_9"
9,2012,"PR",198100,1300,1.52384615384615,2012,"PR_9"
9,2012,"PU",3426200,78993,0.433734634714468,2012,"PU_9"
9,2013,"PR",198100,1300,1.52384615384615,2013,"PR_9"
9,2013,"PU",3426200,78993,0.433734634714468,2013,"PU_9"
9,2014,"PR",198100,1300,1.52384615384615,2014,"PR_9"
9,2014,"PU",3644900,78993,0.461420632207917,2014,"PU_9"
