RealID;Mean;Var
1;17732.31513594118;603941.8696977673
2;17870.738209386003;624800.2853659859
3;17875.309734530816;526604.4651379432
4;17883.008878065808;456083.6394414436
5;17802.546905780197;498384.22913077706
6;18065.003861179815;963286.3268908111
7;18077.60286457651;890482.7857384809
8;18013.866456394746;864625.1041703379
9;18095.195491880317;890048.7089665268
10;18133.193606232722;856180.7178043859
11;18180.35458562375;850134.9649090325
12;18189.709990555915;810459.8464719702
13;18203.39436063381;801751.9955187261
14;18216.679430697044;768496.3208403655
15;18228.70939933632;753413.4384191742
16;18276.756425261447;777460.7885846508
17;18305.634268183323;774163.6664442518
18;18297.35369667667;747874.0861828038
19;18297.094321000288;737413.5308173221
20;18318.730148853978;731421.9704403343
21;18346.231832942387;742204.4612310438
22;18367.87182245038;741737.1707480216
23;18364.41784002172;718682.9047559358
24;18358.42812530614;700701.2953685944
25;18377.14855578991;704483.3993099579
26;18381.73178027646;699703.3573499761
27;18371.02921188348;693662.7284717497
28;18357.314247627874;690248.6429098401
29;18359.378942114887;684094.4212950247
30;18365.84651873516;678854.9234516795
31;18372.74988404378;673034.0977592699
32;18359.77020263298;670266.4429876299
33;18356.300175700337;663345.1192042953
34;18351.6491846701;655548.2390063186
35;18364.807101028753;655123.138075841
36;18351.1281380218;649467.4326808176
37;18350.290264605435;641489.1198806899
38;18349.83196697901;635524.7312184925
39;18340.665750087956;631636.3833969577
40;18311.438895142233;656554.4012087738
41;18310.151778140582;652578.5117898228
42;18292.815541963213;659668.0872664842
43;18269.417738325443;675246.3917267954
44;18251.623824832775;686472.7529861542
45;18245.54926649268;682682.7938726327
46;18246.923914454786;673763.6212710064
47;18245.640821549983;668189.0682486608
48;18253.25660952356;671032.223779606
49;18268.28219609571;674856.9353003599
50;18285.295340766617;686574.2374900786
51;18284.473786239687;681907.4714056277
52;18288.749580407828;677357.1800542317
53;18291.339464007375;675734.918001373
54;18287.71311028211;674070.9000144185
55;18289.704435798467;668867.5106674463
56;18276.611612680405;674023.5365533569
57;18285.460744355183;675437.301548926
58;18277.611692048064;670336.1322537864
59;18291.0549616669;677034.9134535935
60;18285.398612970537;672663.5060127977
61;18291.16946965297;672547.7607862506
62;18287.703249555267;667681.6298041091
63;18281.380815928846;663957.1847239305
64;18286.38359373785;662668.9323509511
65;18290.099596847747;659702.4803413075
66;18279.358577224873;661164.1003792317
67;18278.23822858276;657910.3127811064
68;18274.23540971345;656954.4618111574
