RealID;Mean;Var
295;18528.490980368097;1556278.9297499275
296;18527.679510601076;1555631.7483252503
297;18531.488791249525;1560240.7405575488
298;18532.248788565896;1561621.951351699
299;18531.599497321866;1559467.138970811
300;18532.71875907883;1557969.7375266964
301;18531.474298533205;1554269.0564734929
302;18532.735198485992;1553736.5896469445
303;18532.12434261867;1553204.749052308
304;18530.77494069936;1549464.0511360515
305;18531.836867464364;1549716.3329897223
306;18532.621702209628;1549214.5030834975
307;18532.941926688545;1547801.5457706144
308;18529.075096891895;1549930.379915364
309;18533.996046912773;1557731.3213661117
310;18535.78864777307;1557566.2179660902
311;18533.615052037574;1556611.3806003337
312;18532.76427602208;1554545.3661944447
313;18535.79794915278;1557289.0304251353
314;18537.319122858196;1557268.3955372793
315;18539.834902842846;1559070.7068210733
316;18539.939811298278;1557893.3190045573
317;18539.63679173103;1556468.5596070806
318;18540.195244625007;1553084.4920290958
319;18541.717954632488;1552150.2665851926
320;18543.531705148114;1550686.2472258897
321;18544.75887787188;1549029.4303085175
322;18543.757405680546;1549046.6872405396
323;18545.34792504289;1546469.856005005
324;18546.56151877745;1545819.4686806425
325;18543.628405732645;1545638.2908207548
326;18544.2804252476;1544861.5696719794
327;18544.726924963645;1543459.7830551583
328;18545.42625545999;1542632.6462157029
329;18545.192098041298;1540904.268052586
330;18540.692768893092;1547299.4115777719
331;18543.401149630437;1549109.7056023092
332;18541.25895373398;1549468.66708841
333;18540.28431853938;1548375.8635462746
334;18537.26145870103;1549923.5772029657
335;18536.206005760272;1550192.9283600657
336;18537.13877019096;1547908.970927429
337;18536.527295478016;1545109.4421473283
338;18537.271510668295;1545191.191267398
339;18538.560015294584;1543888.0689019263
340;18536.557196924754;1542437.934176257
341;18536.579324725193;1541978.0449949924
342;18536.964013855395;1541792.7091523039
343;18535.007793274912;1540215.2700053682
344;18531.074677734876;1544469.2574291122
345;18532.43883229057;1544704.644138204
346;18533.086368700562;1543532.9822834772
347;18533.01163729598;1543239.9369389145
348;18530.35887388618;1543564.890511862
349;18530.51176367368;1542012.2891980908
350;18528.22386238665;1542265.9914165316
351;18526.069996097907;1538593.1923815191
352;18527.532391696153;1537560.9284947407
353;18522.95806316151;1542477.143902072
354;18520.210739464274;1543571.2726614613
355;18518.77039035868;1542424.293327689
356;18518.47489448342;1541467.74733808
357;18521.403278222093;1542657.1401634575
358;18518.186098953316;1545778.3148419482
359;18517.53681033754;1543369.28685407
360;18518.278423507152;1541946.1474471902
361;18515.91160118689;1541237.724141545
362;18513.2934735052;1540071.0795556088
363;18513.531166976474;1538918.9369387112
364;18512.726545345646;1538833.644193587
365;18513.745682971126;1537649.5730494338
366;18512.719884816186;1536199.5395189095
367;18512.529081165692;1533424.5062371376
368;18512.013102490317;1533060.8160417113
369;18514.106899192473;1532764.6246920538
370;18517.659603785956;1535294.1332959651
371;18517.02456377895;1535088.1450575327
372;18517.66371435994;1533612.238909475
373;18516.476511768924;1533433.4522636193
374;18517.624488376063;1532483.5404891013
375;18518.492561765746;1532897.2737364306
376;18517.170960428633;1531998.2668107005
377;18515.91010664058;1529196.049635969
378;18518.44756439796;1531495.5849223111
379;18518.998748455884;1529801.306285817
380;18520.449061673266;1529504.9247134954
381;18522.5115845185;1529198.4815916661
382;18522.9882291531;1527690.2638353673
383;18520.775635704107;1528447.4679547749
384;18521.898779257263;1527365.4901704444
385;18520.03347040792;1527394.5325171915
386;18520.727659149637;1526959.1311410815
387;18520.104311075615;1525235.1989984906
388;18519.468657865877;1522516.4101686978
389;18520.603524634218;1523458.6084806705
390;18520.35146471036;1522054.2887890318
391;18518.756883654634;1522227.2556128472
392;18521.86352896655;1524646.0836050091
393;18523.970519892635;1525778.1696717555
394;18525.606889970866;1527190.9378873915
395;18527.626727975174;1529749.8523719157
396;18525.17976352296;1530449.2566470373
397;18524.720358546976;1528736.2718729116
398;18525.987743909955;1528892.1955700757
399;18524.26169564949;1529132.4103616185
400;18524.733056674788;1527921.8035864767
401;18524.50997642965;1526113.4409413827
402;18525.930265230338;1527262.5213223882
403;18528.45032499631;1528802.8232180444
404;18529.711394145208;1528419.3671108226
405;18531.454490990578;1529788.508299931
406;18530.381770154112;1528548.520010283
407;18533.03276790752;1530358.9281617603
408;18533.09813641035;1529053.3665435205
409;18532.61424878563;1527363.9513872853
410;18534.017712433786;1527575.0655860663
411;18534.236954512835;1525477.2973367753
412;18537.096508276623;1527558.9071410468
413;18535.085946459367;1527617.309431323
414;18533.827313273676;1527845.8529445387
415;18534.084310829923;1527506.6520448166
416;18531.32828104644;1529488.8888861828
417;18531.509250687246;1528240.0595626233
418;18532.61941008628;1528526.4784816273
419;18535.10974147286;1530323.530777566
420;18534.57401073676;1529794.4360526102
421;18536.80825014889;1530602.35875922
422;18534.703273012874;1529566.5567122472
423;18534.6377084195;1527424.6928283616
424;18534.898344993748;1527086.131504207
425;18535.908227678054;1526976.2517702442
426;18536.99037138631;1525761.2695576593
427;18537.55565575895;1525003.3413174008
428;18539.689234801383;1526629.7389986508
429;18539.6953546034;1524953.176753412
430;18542.423179086174;1527445.8001371918
431;18540.864713569496;1528170.858259603
432;18541.961304720655;1527657.2673094852
433;18541.046064420116;1526049.4757294448
434;18542.63499242401;1526061.7747478506
435;18542.74328609299;1525461.8850477408
436;18542.766824327264;1523554.7672528368
437;18540.951953184078;1524276.4768658432
438;18539.377690448237;1523671.8942635015
439;18539.88703726555;1522710.2377692552
440;18539.51298245196;1519626.212385708
441;18539.216009184045;1517474.9634344866
442;18539.153944677357;1516860.963338393
443;18538.545685593614;1516143.0799365335
444;18536.93811567315;1513549.404469392
445;18534.822856427316;1515474.1189597915
446;18536.027477920234;1513844.5313787267
447;18537.276956931342;1513965.2423276647
448;18536.34130833323;1512279.287337507
449;18535.65867374762;1510513.7769604337
450;18534.44249686247;1509095.342929439
451;18534.329311002286;1508449.1899239598
452;18534.0252102837;1508739.471872932
453;18535.902625151935;1509371.1926481486
454;18539.001712805228;1512148.9989911967
455;18536.99692133829;1512619.1245392035
456;18536.866065110076;1512200.234340851
457;18537.298221571185;1511760.6052662123
458;18536.067258595827;1511687.1034091476
459;18535.419207679708;1511513.9532521642
460;18540.530827233575;1522555.6055526445
461;18541.127231005594;1521464.8386669464
462;18539.56084430338;1521387.966506429
463;18539.211814000613;1520456.3359421287
464;18539.53002423871;1519481.8785597114
465;18541.289884710448;1521503.594574491
466;18540.558497908383;1521006.934657237
467;18539.058179543477;1520548.362482638
468;18538.565386211303;1519385.87139574
469;18540.08537346182;1520231.2557126193
470;18540.328470690572;1519130.4972722451
471;18540.816968777355;1518266.3784482912
472;18538.773794708028;1519294.613670744
473;18539.687329543838;1518750.4598878787
474;18538.87309571562;1519067.927364325
475;18541.30195069088;1521562.6154180265
476;18540.19336065325;1520494.864290396
477;18538.194381634086;1520857.5059596936
478;18536.75710355911;1520761.9681222134
479;18537.4622980008;1519936.5657477162
480;18534.745301194394;1522846.276555548
481;18534.90280715271;1520758.4651632307
482;18536.386867017412;1521048.925270563
483;18536.519341324874;1520028.8950708434
484;18536.896881562472;1519004.3649725395
485;18535.70861516716;1517852.9722744785
486;18537.24219199097;1519182.1777190967
487;18535.585396334638;1519064.7398611992
488;18535.752512874256;1518326.8582277054
489;18538.61649767803;1520631.7497630992
490;18539.169794041707;1519999.7387527646
491;18537.051978775453;1521069.5583113977
492;18538.14179592719;1521557.91827767
493;18534.26404379703;1526664.8273204013
494;18532.953204461035;1526972.319662632
495;18530.417758152496;1529184.4054148926
496;18531.031527568583;1528774.6542589862
497;18529.332868744128;1528850.8976930652
498;18529.30161795763;1527944.6318174265
499;18529.87852129388;1526568.9348017704
500;18531.451842107042;1526761.6371822353
501;18530.915773317658;1527114.1801252607
502;18532.22498854657;1527440.5679619757
503;18532.675692481513;1526797.8736567919
504;18534.284106547417;1526876.3270777003
505;18535.388355915537;1526943.3413942417
506;18537.03143890002;1526845.3616368813
507;18536.161567187013;1526953.7462200746
508;18535.28855142994;1527464.894222278
509;18534.417993362604;1527041.1119902306
510;18534.67003708414;1526398.9915065118
511;18533.498307484562;1525873.2099046016
512;18534.769059884842;1526393.4069869523
513;18533.553731430075;1524474.5869324973
514;18533.150522812575;1523059.1016946
515;18531.74028516291;1522723.1381635193
516;18532.423827899605;1522624.043120892
517;18530.607892617412;1522278.2933855623
518;18531.44044983568;1520854.260718284
519;18533.04123162587;1521463.1704061434
520;18531.91571695358;1521031.6502990618
521;18532.716191883817;1520951.3824233848
522;18533.83113966024;1521054.487919875
523;18533.832859834427;1521151.4336815292
524;18532.926824446364;1520068.2890135346
525;18535.88880194494;1525733.1273146858
526;18538.19662311518;1528326.2359875285
527;18539.49609560385;1528469.3302575962
528;18540.548645629802;1529457.176915093
529;18541.63609191899;1529440.778356214
530;18540.003805228967;1529943.4783504133
531;18537.833311538074;1531455.0345782517
532;18536.37944285378;1531755.202692692
533;18537.33795470125;1532243.3952671373
534;18537.146539524154;1531279.3783961907
535;18537.968177837505;1531256.1429748717
536;18538.969929424875;1531312.0393041961
537;18540.815154836422;1532580.1558969559
538;18541.60922980534;1533315.8565456716
539;18543.013210563255;1533957.115203015
540;18541.74063631907;1533243.5096179608
541;18540.793836709578;1532427.7607208167
542;18539.623206482585;1531086.2932719092
543;18539.845083094744;1530155.793952791
544;18539.089381703147;1529907.2593814947
545;18539.000898996033;1529675.696616025
546;18539.519844603412;1529220.7795782876
547;18539.84772136002;1527722.2886053105
548;18538.909471446772;1526404.8560947757
549;18539.64988616908;1526888.8631711514
550;18539.62091880496;1526124.5659717936
551;18539.372205357522;1525885.856333461
552;18536.24385019302;1528726.028067984
553;18537.34819014694;1529346.6509220682
554;18535.657457793863;1529959.9200628872
555;18535.205292471368;1529570.5535086514
556;18535.155424311677;1527246.277449321
557;18534.72006676868;1526179.7806645345
558;18536.51699756756;1527316.2588323492
559;18536.652480034638;1525892.549336665
560;18535.49500519816;1524622.9863109419
561;18533.648409540623;1525204.526748642
562;18534.302573830584;1524493.0595066326
563;18532.180074106145;1526401.3925891037
564;18534.645401717233;1528598.719265438
565;18536.075253818748;1529571.7903271094
566;18536.131630550324;1529285.8431100207
567;18534.983475996647;1527779.470222711
568;18537.026172032907;1530527.5636761785
569;18539.14284629163;1532096.2238938487
570;18538.535571786026;1530829.7153994178
571;18538.43950411014;1530107.6329130833
572;18539.119661956804;1530345.176419979
573;18539.882686519;1529734.940157622
574;18539.003509615584;1529065.6082700011
575;18540.80545028189;1531342.4959230574
576;18541.77892175372;1531874.396401854
577;18542.282699629824;1531967.7228581975
578;18543.220200129057;1530761.1893100203
579;18543.32630046054;1530030.5413194068
580;18541.6332118982;1531778.3307379838
581;18539.971777045062;1531612.5647600894
582;18539.15201474233;1530955.960050971
583;18539.898817888658;1530682.5782547991
584;18539.392552631187;1530080.6752321084
585;18540.160888939165;1529585.245378355
586;18538.84621601912;1529901.9161091922
587;18537.342476531874;1529844.4154752889
588;18538.32788402062;1529817.255115362
589;18538.93078459745;1529482.9858496313
590;18540.158731527124;1529743.5604992188
591;18540.150937795388;1528872.0998326526
592;18541.648154076516;1529479.0773736818
593;18543.402437647706;1530959.2290150293
594;18543.633408778438;1529706.6324856405
595;18543.866414885557;1529028.6313281716
596;18544.179810616897;1527904.2487882508
597;18543.590166986472;1526691.5182628343
598;18542.397534847532;1526039.039166951
599;18542.62712639369;1525310.592744966
600;18544.859936094876;1528524.6564546109
601;18545.78570377944;1529095.7125125385
602;18543.040067969905;1531451.16541963
603;18541.926855395646;1531793.2009249246
604;18541.47842019897;1531477.1589558767
605;18541.334274734545;1531423.493952319
606;18540.40017964672;1531008.0958277725
607;18540.38201648192;1529948.5245878596
608;18541.908627906858;1531387.8711118803
609;18542.599606474134;1531634.2576491376
610;18543.54854080146;1530352.1245243615
611;18543.90592839603;1530044.189450766
612;18545.592489636783;1530759.596069813
613;18546.99736556887;1531579.5008832843
614;18547.669721520288;1531676.9828261265
615;18548.33816799113;1531771.9577916472
616;18550.17645096748;1532629.3357714578
617;18548.77511855605;1531863.2786777734
618;18548.66977111722;1531442.4811180104
619;18549.533046053606;1530854.854955534
620;18551.12903749993;1531423.255217338
621;18550.020384642132;1532009.5508802112
622;18550.550569583957;1531399.6516627544
623;18551.287540844012;1530484.5819647347
624;18550.811126829634;1530157.8323828534
625;18552.236899038155;1531289.6205339448
626;18552.717249488207;1530127.2594261905
627;18553.062836475347;1529451.4122028132
628;18553.30321794119;1528943.9524791972
629;18553.480512601942;1529010.897055467
630;18554.26049489249;1528519.2619755266
631;18556.025528982245;1530243.832189856
632;18555.082462994804;1529915.002829185
633;18553.329037019103;1530585.3353401993
634;18553.17322532956;1529945.7942041054
635;18554.572612407188;1529734.754066525
636;18555.84780302344;1529812.6627368478
637;18555.650045208844;1529513.0920961187
638;18555.998521619305;1529206.4104117386
639;18555.2776440267;1528383.6080464534
640;18555.197616468806;1528440.2988300342
641;18555.013154251734;1527788.5509493889
642;18555.700386032484;1527335.7378518397
643;18556.70007861286;1527828.7327400853
644;18557.544998638925;1527648.3553426785
645;18557.292776729417;1527577.2179372879
646;18556.472491831937;1527844.741995516
647;18557.77769662698;1528912.554225041
648;18556.825983748186;1529174.0274752553
649;18557.578597457446;1528823.4515604454
650;18555.9405136595;1529131.8526067757
651;18555.192895600583;1528583.6788001512
652;18554.792478598916;1528458.082371605
653;18554.615340637072;1527572.8256858787
654;18554.107218564062;1527856.2098517406
655;18554.599191439618;1527975.9774656512
656;18552.82332298322;1529307.0844727992
657;18551.04479962105;1530583.1149347026
658;18549.409893478838;1531394.0598479006
659;18548.90277920251;1531275.1223178436
660;18548.54767154763;1530987.1599302534
661;18548.091384932883;1530588.9456088466
662;18549.06288389408;1530965.4082588595
663;18550.782296713525;1532711.604480828
664;18549.723605731655;1532545.0874147527
665;18549.656115536116;1531173.0411886084
666;18550.21697996889;1531142.742381127
667;18550.72668482783;1530950.7112595756
668;18550.57918774245;1529483.1387280568
669;18551.01357913672;1529193.3223315207
670;18550.862106713765;1529041.201640847
671;18550.224027167922;1528141.0482869737
672;18549.728864241697;1528267.4535752833
673;18548.98194362544;1527355.4113469764
674;18548.141506952205;1525861.67761814
675;18548.50368199604;1525599.4908196435
676;18547.51832221388;1525434.2007811163
677;18548.406221076268;1525317.294868279
678;18547.991780811233;1523816.8862329936
679;18548.036108817425;1522996.6544370032
680;18547.972022652277;1522296.8269834393
681;18547.966459449308;1521840.4948286857
682;18546.58598909383;1522189.1472581653
683;18545.926011159812;1521607.338545629
684;18547.186031901616;1522551.118156673
685;18545.50949015283;1524107.783816722
686;18544.671070824166;1523384.673415751
687;18546.11120258122;1524930.6594731198
688;18546.258712388266;1523872.7354352705
689;18546.52560868226;1523689.3572801035
690;18546.754053989458;1522932.9947331864
691;18544.98790106247;1523546.1082209286
692;18545.314021601578;1522470.3109105097
693;18543.764305265046;1523232.3384152711
694;18546.40419414299;1527846.340047904
695;18546.58441434662;1527317.368300152
696;18544.874592851796;1528467.3414154216
697;18545.198488679107;1527180.8533340213
698;18544.710693586403;1526729.1715057676
699;18543.24719047718;1527040.1022446672
700;18542.873236872972;1526958.7255653103
701;18542.489810239815;1526571.3170332096
702;18541.167166751264;1526629.118138625
703;18541.744594780153;1525423.1066497548
704;18542.028733269424;1525465.1413267874
705;18540.253838807133;1527162.8225716366
706;18540.362963323485;1527011.9121579116
707;18542.156357126616;1529685.0479906416
708;18543.625312680666;1530953.2097532607
709;18543.79436272841;1529685.3419145395
710;18542.722803485296;1529258.8380763151
711;18542.640207001794;1528780.8591325365
712;18544.611496104564;1531027.5451375234
713;18544.470468150375;1530574.7616895267
714;18545.327740003588;1531052.4117947337
715;18544.431482110955;1531290.5519969002
716;18545.467365366796;1531234.5577619807
717;18545.533750166207;1531083.4627579038
718;18544.86501883037;1530501.355893523
719;18545.300660961977;1529834.4826444308
720;18546.723062905625;1529862.0478428132
721;18545.856061003662;1529623.6406616836
722;18547.448334600973;1531014.6514488496
723;18548.900357260474;1532297.3991991282
724;18549.128879341686;1532264.7499917273
725;18550.953300324978;1533489.7597449415
726;18552.33154639597;1535080.2978808559
727;18553.129063906894;1535259.0705710144
728;18553.215310857267;1534160.5122217059
729;18553.79929847617;1533459.4083097358
730;18554.530034515858;1533594.0305164529
731;18555.09278531844;1532223.4604742941
732;18554.68359663793;1532237.8568998456
733;18553.716062004605;1532154.508904805
734;18554.110085157376;1531699.5623696598
735;18554.263071111633;1530745.7191766
736;18555.594186781007;1531961.860618696
737;18555.807061218413;1530719.2278979705
738;18557.37679299454;1532514.6114464276
739;18557.75074120364;1532046.753460553
740;18557.11516334803;1531797.5415843243
741;18557.13363507087;1531924.4354116416
742;18557.702628362713;1532204.535638701
743;18558.138776408552;1533061.1460780913
744;18557.616904232847;1532242.629939156
