VegPotID;SubModuleID;ParameterEstimate
1;1;0.95909055896105
1;1;-0.0030236089184
1;1;0.00148349390874
1;1;-0.0106198054521
1;1;0.00003421997336
1;1;0.0067617582634
1;1;-0.0067143942887
1;1;0.00002192068595
1;1;0.00007586604007
1;1;0.00079204710272
1;1;-0.0008134254841
1;1;2.58410914184E-6
1;1;9.04666752977E-6
1;1;5.73509325116E-6
1;1;0.00039009130594
1;1;-0.0011177419681
1;1;-0.0000234314676
1;1;0.00001181239278
1;1;7.25117550664E-6
1;1;9.32951277445E-7
1;1;2.06447677986E-6
1;1;-0.0010337248335
1;1;2.96613065064E-6
1;1;-0.00007054599
1;1;6.63609223077E-6
1;1;8.60990130538E-7
1;1;1.4278501392E-6
1;1;2.39286367288E-6
1;1;-0.0010839147543
1;1;3.12736111272E-6
1;1;0.00001141744989
1;1;-2.9483196921E-6
1;1;9.03718667651E-7
1;1;1.4840539083E-6
1;1;1.39945197984E-6
1;1;1.59587146145E-6
1;1;-0.0011488958974
1;1;3.35420845081E-6
1;1;0.00001218132808
1;1;7.49366776281E-6
1;1;-5.6131206437E-6
1;1;1.54302554457E-6
1;1;1.45194580182E-6
1;1;1.50987713677E-6
1;1;1.70788192715E-6
1;1;0.04976586704253
1;1;-0.0000890702393
1;1;-0.0004142411527
1;1;-0.0002092234584
1;1;-0.0000385626211
1;1;-0.0001096862172
1;1;-0.0001077491133
1;1;-0.0001097984164
1;1;-0.0001091060844
1;1;0.01511712985571
1;2;0.03077978251095
1;2;-0.0087738667824
1;2;0.01133878216205
1;2;-0.0102232377553
1;2;0.00861541793317
1;2;0.04209154024864
1;2;-0.0086516714053
1;2;0.00800166752114
1;2;0.00843989428377
1;2;0.01510838432527
1;2;0.00005364012089
1;2;-0.0001711279093
1;2;-0.0000334929469
1;2;-0.0000381352434
1;2;8.72071206571E-6
1;2;0.00017681455939
1;2;-0.000071454414
1;2;-0.0025611011454
1;2;-0.0000727624878
1;2;1.3438825728E-6
1;2;0.00020100372466
1;2;0.00006256206565
1;2;-0.0000417329226
1;2;-0.000031419049
1;2;-0.0004558774701
1;2;2.50439577854E-6
1;2;1.82472110141E-6
1;2;0.00003080275773
1;2;-0.0002394884289
1;2;0.00024126221377
1;2;0.00024741971918
1;2;0.00023343878461
1;2;6.09826592538E-9
1;2;-6.0936434091E-7
1;2;2.21924223742E-7
1;2;0.00001090735507
1;2;-0.007255662647
1;2;0.00015673289924
1;2;0.00047218769662
1;2;0.00027092207866
1;2;-4.8500045774E-7
1;2;-0.0000234318673
1;2;-7.6279572013E-6
1;2;7.7413169225E-6
1;2;0.00328684829443
1;2;-0.0002957139194
1;2;0.00004575935766
1;2;0.00005804909333
1;2;0.0000350292229
1;2;-2.6543116971E-6
1;2;-4.1925739689E-6
1;2;-2.9337898714E-6
1;2;-1.3720253436E-6
1;2;-0.0000145418399
1;2;0.00001879657653
1;3;1.80689493792705
1;3;-0.5840468802017
1;3;1.20908648071804
1;3;-0.4844482773353
1;3;0.45768568727216
1;3;1.14023204666608
1;3;-0.4488296854843
1;3;0.45428229272259
1;3;0.45472639700806
1;3;0.95661550954838
1;3;-0.6037995043922
1;3;0.05769368847826
1;3;0.01321442881989
1;3;-0.002692306315
1;3;0.26964790834925
1;3;0.00675348107003
1;3;-0.0302845310701
1;3;-0.0001478030277
1;3;0.00003011337307
1;3;-0.0030160045369
1;3;0.00202557217981
1;3;0.00532239601582
1;3;-0.0005085606322
1;3;-0.026883552869
1;3;0.00002373224936
1;3;-0.0023769031651
1;3;0.00002658559739
1;3;0.00169739221122
1;3;0.00107591585824
1;3;-0.0001028049111
1;3;-0.0000235469116
1;3;-0.0193293308994
1;3;-0.0004804880736
1;3;5.37424606371E-6
1;3;4.23542548515E-6
1;3;0.00114062322734
1;3;-0.0227084179502
1;3;0.02287428734937
1;3;0.02288779709027
1;3;0.02289262846273
1;3;-0.0000819004948
1;3;9.16054811677E-7
1;3;7.21939756605E-7
1;3;1.4593924062E-7
1;3;0.00174760769319
1;3;0.00129178541923
1;3;-0.0127980562733
1;3;-0.0000282713158
1;3;5.75999486013E-6
1;3;-0.0005768922197
1;3;-0.0004225662586
1;3;5.08521260657E-6
1;3;1.02796952156E-6
1;3;1.75220191878E-7
1;3;0.00204050364904
1;3;-0.0143533993717
1;3;0.00137148266259
1;3;-0.0561544991777
1;3;-0.0000640009597
1;3;0.0064100153944
1;3;-0.0000716958482
1;3;0.00022080202127
1;3;-0.000011422065
1;3;-1.9469219536E-6
1;3;-0.0000137137649
1;3;0.02100990719068
1;3;-0.0040706541598
1;3;0.000388955359
1;3;0.0000890881315
1;3;-0.0104617065201
1;3;0.00181789380715
1;3;-0.0000203330929
1;3;-0.000016024443
1;3;-0.0000855939212
1;3;-5.5215114858E-7
1;3;-3.8892524699E-6
1;3;0.00004321460293
1;3;0.00207802052194
1;3;0.01174464717528
1;3;-0.0083587923073
1;3;-0.0080830209944
1;3;-0.0079843992712
1;3;-0.0016718164439
1;3;0.00001869922155
1;3;0.00001473679444
1;3;2.97902500902E-6
1;3;-0.0018874879551
1;3;3.57673050424E-6
1;3;-0.0000397420815
1;3;-0.0000112709376
1;3;0.00726038573173
1;4;0.67586278010411
1;4;-0.6761188792756
1;4;0.86070171813201
1;4;-0.6751107408216
1;4;0.67509428370705
1;4;1.22576173564567
1;4;-0.6743319928549
1;4;0.6740332996146
1;4;0.67520911029665
1;4;0.91855210981375
1;4;0.00001500815504
1;4;-0.0108888602959
1;4;9.64434694637E-7
1;4;0.00001750429115
1;4;0.00087488439389
1;4;-0.0000470402097
1;4;0.00006408866074
1;4;-0.0360804820991
1;4;-0.000054863874
1;4;-9.9908872924E-7
1;4;0.00283999923516
1;4;-0.000085660925
1;4;0.00011670640914
1;4;-5.5046318395E-6
1;4;-0.0128535259153
1;4;-1.8193555094E-6
1;4;5.70242408331E-6
1;4;0.0008209028536
1;4;-0.0300160447949
1;4;0.03002540335258
1;4;0.02998856324153
1;4;0.02996010568051
1;4;-5.4843865559E-7
1;4;1.71897673743E-6
1;4;3.13028233259E-6
1;4;0.00157271921666
1;4;0.00607790529273
1;4;-0.0082806775838
1;4;0.00039057050778
1;4;0.0070887743038
1;4;0.00012908885206
1;4;-0.000404604474
1;4;-0.0007367907948
1;4;-0.0002221031298
1;4;0.05227756610126
1;5;0.04099504861345
1;5;-0.0024204911154
1;5;0.00027809011282
1;5;-0.0028576180382
1;5;0.00016872376803
1;5;0.00048642730197
1;5;-0.0020639657057
1;5;0.00012186375726
1;5;0.00014387165841
1;5;0.00018049097076
1;5;-0.0019609946328
1;5;0.00011578398481
1;5;0.00013669391366
1;5;0.00009872962243
1;5;0.00024799477372
1;5;-7.102122923E-13
1;5;4.2406467607E-14
1;5;9.8774354971E-13
1;5;3.6834109041E-14
1;5;3.4337021638E-14
1;5;0.00140337802726
2;1;0.11120838003788
2;1;-0.1112083800379
2;1;0.15672572491874
2;1;-0.1112083800379
2;1;0.11120838003788
2;1;0.12792463341688
2;1;-0.1112083800379
2;1;0.11120838003788
2;1;0.11120838003788
2;1;0.17406675384988
2;2;0.05253443854343
2;2;-0.0023772730259
2;2;0.00454790327941
2;2;-0.0027078996756
2;2;0.00316301351524
2;2;0.00442140702186
2;2;-0.0015780265581
2;2;0.00334110710581
2;2;0.00356534399944
2;2;0.00718900860811
2;2;-0.0007447599621
2;2;-0.0000602900328
2;2;-0.000090786877
2;2;-0.0001710815127
2;2;0.00008170684111
2;2;0.00001429063417
2;2;6.58851221448E-7
2;2;1.28433931156E-6
2;2;2.34775679174E-6
2;2;-1.5305995836E-6
2;2;3.09611284856E-8
2;2;-0.0142226650459
2;2;0.00017996886534
2;2;0.000372082109
2;2;0.0003897768881
2;2;-0.0000605314816
2;2;8.58497613314E-7
2;2;0.00662074189317
2;2;-0.0005779500945
2;2;-0.0000170697286
2;2;-0.0000212851137
2;2;-0.0000256130831
2;2;4.24529352495E-6
2;2;-9.5403860043E-8
2;2;0.00002272804593
2;2;0.00002795813607
2;3;2.54286289647319
2;3;-0.6074375561509
2;3;1.10732178982673
2;3;-0.7847257381664
2;3;0.58882271908456
2;3;1.63469596541933
2;3;-0.6812739541703
2;3;0.58206094308974
2;3;0.60024547248763
2;3;1.45302839946134
2;3;-0.8278333150275
2;3;0.01155935109113
2;3;0.08267219696049
2;3;0.04180331378337
2;3;0.34939679749177
2;3;-0.0024671781759
2;3;-0.029098342604
2;3;-0.0017510609665
2;3;-0.0010031027984
2;3;0.00149493409926
2;3;0.00208223723445
2;3;0.0072484987201
2;3;-0.0018946660155
2;3;-0.05521417796
2;3;-0.0027088549976
2;3;-0.0021168714888
2;3;0.0003022009366
2;3;0.00350049162319
2;3;-0.0010429675972
2;3;-0.0005470495891
2;3;-0.0011953347276
2;3;-0.0497064986835
2;3;0.00073531917721
2;3;0.00010061549362
2;3;0.00019804208779
2;3;0.00341685639027
2;3;-0.0362287468369
2;3;0.02913196347141
2;3;0.02965420742346
