"MIUS.105.1","MIUS.105.2","MIUS.105.3","MIUS.105.4","MIUS.105.5"
1,0.0189632287228771,-0.180315827138659,0.233030000706352,0.103832926927976
0.0189632287228771,1,0.394127977127783,0.0627618687401635,0.209762966590046
-0.180315827138659,0.394127977127783,1,-0.707797618960273,-0.182874778248445
0.233030000706352,0.0627618687401635,-0.707797618960273,1,-0.0685212004009337
0.103832926927976,0.209762966590046,-0.182874778248445,-0.0685212004009337,1
