"MIUS.105.1","MIUS.105.2","MIUS.105.3","MIUS.105.4","MIUS.105.5"
1,0.01933618823833,-0.180066718460298,0.232990397236767,0.103458235158918
0.01933618823833,1,0.39369384000394,0.063499472630751,0.211090497665927
-0.180066718460298,0.39369384000394,1,-0.707797244283515,-0.181724365817479
0.232990397236767,0.063499472630751,-0.707797244283515,1,-0.0687192322931804
0.103458235158918,0.211090497665927,-0.181724365817479,-0.0687192322931804,1
