TrueTau1;EstTau1;UncorrVar1;CorrVar1;Samp1;Model1;TrueTau2;EstTau2;UncorrVar2;CorrVar2;Samp2;Model2;TrueTau3;EstTau3;UncorrVar3;CorrVar3;Samp3;Model3;TrueTau4;EstTau4;UncorrVar4;CorrVar4;Samp4;Model4;TrueTau5;EstTau5;UncorrVar5;CorrVar5;Samp5;Model5;TrueTau6;EstTau6;UncorrVar6;CorrVar6;Samp6;Model6;TrueTau7;EstTau7;UncorrVar7;CorrVar7;Samp7;Model7
88583.1590575684;86377.73159973913;3.743059867342531E7;3.74267594621351E7;3.739185153149326E7;34907.93064183742;7204.53135912205;7159.364329902231;276822.8432306257;270443.34482242045;256522.63913391472;13920.705688505725;4666.541259984444;4465.475614964801;151621.4576968281;139914.54654765985;94590.46475524048;45324.08179241938;1170.0950521253521;1331.7279558764353;70958.73494287032;60355.18237324879;10760.551870086978;49594.63050316181;886.8171399253306;760.5664396497233;24153.126215578057;15343.525871262853;4769.523322860235;10574.002548402617;386.934854174904;497.83154850048953;17787.638641937087;12289.98665983267;2203.1288267387717;10086.857833093898;94.14305291202396;103.76277091078336;771.0794021014424;594.2790222708259;143.83398227103632;450.4450399997895
88582.69800780497;95178.3978925645;4.0682583572063714E7;4.0673845645412475E7;4.062401797191563E7;49827.673496842384;7223.201172132335;7560.592508623578;278124.8261221825;272585.42914289725;253671.1856152117;18914.243527685583;4633.508376420667;4767.586754141295;163756.33442211745;143076.577015711;96199.26630305612;46877.31071265487;1203.0095178884008;1636.8857920125165;101874.54827205016;83244.63709219155;14136.04027441987;69108.59681777169;896.1730669438539;711.8651546106796;28670.260403614742;18126.452124823158;3917.838287103275;14208.613837719884;397.76467432453904;339.0651517222549;17034.5253253524;10108.634413390866;893.530058378183;9215.104355012683;92.74553655486828;105.18965613683714;781.3488931330465;530.9041272849013;111.77285453060307;419.13127275429827
88613.09300428489;94959.68532546652;3.86626989154066E7;3.862805056332329E7;3.858148797242339E7;46562.5908998996;7217.454715945866;7640.787054245548;276315.3584589371;271779.33020409953;252021.9525039063;19757.377700193203;4692.961614632166;4793.956858326999;186347.6703451178;153782.18844476342;95384.06347225833;58398.12497250507;1150.564064236033;1308.2498173579638;71634.17042601226;56789.1312058829;8664.205565122269;48124.92564076063;885.6714479524102;1014.6594000514173;36060.9141471326;28461.365232731703;7992.486160134044;20468.879072597658;398.9057884044516;422.62011746328903;26010.55271072983;18138.0777897006;1440.5754653793722;16697.502324321227;89.35180072080452;101.30086104589046;807.502108710611;493.0870716123387;113.17679716020857;379.9102744521301
88589.5880366857;88658.96348081346;3.7203390500531934E7;3.7188431774035625E7;3.714728864731372E7;41143.12672190368;7223.1254683565885;7451.14190171296;314292.7860921818;285902.35849808785;270049.8567791927;15852.50171889516;4701.2305133614855;4665.95102084342;158289.65166234202;133995.85637627426;98163.67984101559;35832.176535258666;1146.8834521344395;1734.3533425125936;94632.43368296011;71677.17849969566;19927.591156973678;51749.58734272198;867.1890828837907;801.9245001169681;34791.42983162868;28730.402858131176;6439.953625474523;22290.449232656654;409.54551810168635;157.0345583895555;20511.348590279595;12324.740071783588;252.08334516946476;12072.656726614123;98.27690187516025;91.87847985042988;862.3261086299085;418.80873056137494;98.52308804562102;320.2856425157539
88554.73291658657;88375.55513320513;3.653778369282261E7;3.652632651347826E7;3.6488696595497236E7;37629.917981021106;7236.488258262396;7354.218518567611;304644.6269949352;265251.50885209034;246640.00748507655;18611.501367013785;4732.599843872936;4976.010275426001;218087.76992413183;150685.08038891476;116692.71517286074;33992.36521605402;1142.7115674071542;1280.170285029836;83136.58202003207;49244.47224428551;9118.323584632748;40126.14865965276;885.5978022239262;757.840912750338;22109.331476968102;16251.090070231801;3828.2305136789105;12422.85955655289;380.366280403194;255.0821638500381;24544.384361653076;9927.175496091697;443.2208279230712;9483.954668168626;95.21276435513829;85.1148815114014;1168.652919922974;384.73432180922606;67.1791229179962;317.55519889122985
88582.1208312214;83942.37991336484;4.4066656919394046E7;4.40523852528366E7;4.402029833554219E7;32086.91729441285;7204.812003662025;6968.6976823139075;332030.8028827225;322862.59872977686;308649.39285216137;14213.205877615488;4643.91082599598;4564.224530187597;178625.1282919618;160825.0166250589;131379.89891892497;29445.117706133926;1181.4856208920814;1061.5697401161265;50004.85681261221;41029.119044869745;7958.97736471533;33070.14168015442;885.8731730407683;1065.970552555228;42356.15199968775;38290.5452906676;10949.264984326004;27341.280306341596;394.48590560815927;171.58230066475375;27784.252198572292;23551.928506427925;289.81602369760515;23262.11248273032;99.05647812504195;105.35055879019924;704.8388200574434;471.52104052439404;126.90231415307838;344.61872637131563
88578.5644326907;81106.39827189664;3.750089513581436E7;3.749427058299404E7;3.7465255927715436E7;29014.655278600752;7233.820185630836;6629.218293457981;267328.0151548625;263408.44262454537;250082.0736377891;13326.368986756279;4715.01358109323;4282.0129944538085;155467.97242018674;123709.69018298126;95426.63420808232;28283.055974898933;1155.711927584934;1114.4011275173223;83845.8684749057;41396.66501814221;9142.805002000894;32253.860016141312;854.5958530651958;753.8387376602476;22914.62110710756;17658.8092744976;5370.668481754547;12288.140792743052;409.42145682146696;373.1962970968845;21469.66028584118;10620.623180467766;1345.5391962490096;9275.083984218756;99.07736706603308;105.76913672971193;814.7117817238927;534.1703045518038;174.90376131202078;359.2665432397831
88586.06316377477;85259.38928073725;3.860405103449654E7;3.85856807750626E7;3.854851198019505E7;37168.794867545366;7231.991296153064;6851.5597413084315;274402.0291188508;258680.78094715637;243151.41062691264;15529.370320243732;4686.321242159732;4506.018967793243;197794.12098097845;132854.71501620353;109695.29259513934;23159.42242106417;1170.8328377699304;965.1203176799268;52200.932689109264;25177.054022547763;6656.823173426634;18520.23084912113;871.5919590750796;709.903775625763;28922.280381284214;9000.15081528141;4508.715924196724;4491.434891084686;404.21641895006803;597.3376778395634;27266.941974393914;9110.956198554211;3355.150666526528;5755.8055320276835;99.028838198238;73.17900236992912;934.1468926634632;282.2427321795125;60.809584270715575;221.4331479087969
88584.84918187691;75692.89229601802;3.770212820369872E7;3.7692567847297214E7;3.7662562669622645E7;30005.17767456919;7262.719878546731;6110.916108266909;265872.1915213171;262591.49738110567;248495.27422070346;14096.223160402238;4709.14717156856;4034.4199055730105;134405.1235653392;121868.95767653002;96261.61151609021;25607.346160439803;1164.350284609415;987.8281067985937;38042.01278234907;29174.3973582034;8582.201055578485;20592.196302624918;885.2078289100566;819.0182040488598;28759.910593166365;25789.13879353799;8354.632579323033;17434.506214214955;408.62367089249835;112.9291523719671;16205.165108797532;13976.335430388956;165.98346067231452;13810.351969716641;95.3909225661869;156.7207394744785;1131.0977844111644;971.5218965126905;397.0155287713668;574.5063677413237
88611.55655802313;92767.92969917526;3.5981819289551884E7;3.5955400947065786E7;3.590731108581169E7;48089.86125409603;7221.7219532044455;7518.966405318957;264969.6033679365;248971.05241885394;231134.83259630742;17836.219822546525;4646.442726898017;4888.709337804534;177519.2272598519;141713.6502515578;89769.54050476286;51944.10974679493;1182.965223941949;1419.9859707484936;148365.127110839;67956.52574929572;10372.46441760136;57584.06133169435;887.0527802614753;641.5501909537978;15845.961838732608;10560.887471172005;3477.9051259917846;7082.982345180221;407.4027836980493;473.6701912159854;34721.677026051584;8546.245240697257;1946.0186935776546;6600.226547119602;97.85843840498595;95.05071459613505;825.7242563094276;455.62371592074726;73.70744681846469;381.91626910228257
88581.24410227574;79699.12019258433;3.851226365858027E7;3.849672726126993E7;3.846406651434417E7;32660.746925756335;7229.586016901018;6461.9355495579075;285911.2352501194;274671.4647895111;260182.98757855833;14488.477210952784;4685.66250018084;3840.8471780019904;204958.94233255985;121670.61320351849;84667.06885737467;37003.54434614381;1152.1197855651599;1575.0326475323448;110664.94853242634;77521.99211569985;19121.68469648869;58400.30741921115;897.177017228995;687.6504444068137;22247.676924066946;17263.44453439401;5009.895382861551;12253.54915153246;401.6656100938879;274.5614677635168;29226.16149322236;11296.926629443782;860.7327464887102;10436.193882955073;92.96110383212945;83.84381185324249;1171.6404540692515;396.11381777897725;81.3604280984436;314.75338968053364
88596.70950425474;89700.95700817158;3.804253119148583E7;3.803079832900312E7;3.799407116112463E7;36727.167878486216;7239.056313207668;7374.773357503007;281695.1489822395;278947.8255807943;263074.2570905367;15873.568490257603;4699.351112189699;4698.9276884002475;162987.52211513356;140389.66285534017;101164.62565338665;39225.03720195353;1157.1289114143046;1366.0842939407385;57891.806748585805;47285.04807210165;10065.508293950843;37219.53977815081;880.9086065334063;775.284980111815;20669.811268793237;15757.247225786716;5784.1006518548065;9973.14657393191;404.6323547248258;403.1816468792496;14840.594948271928;9476.877196965774;1687.9201187518058;7788.957078213967;97.03532834544134;131.294748170956;1148.00370465095;862.6570160101637;257.79427910112923;604.8627369090344
