RealID;Mean1;Var1;Mean2;Var2;Mean3;Var3;Mean4;Var4;Mean5;Var5;Mean6;Var6;Mean7;Var7
1;82756.29976776635;4.23125326782042E7;6532.46623343876;270081.66770930437;4388.109845406083;136926.5578619144;1015.1896034429589;10986.237178966134;717.1694181910152;12131.051140438361;315.6003218054107;99296.60395934839;96.39704459329263;414.5536203466788
2;82743.95904009552;4.2315406581125006E7;6599.195109754965;281035.61642375565;4305.231244480179;135723.3466200862;1014.1810920967579;3070.4686025428055;771.5677622421705;17729.316761468457;406.2571589304603;73129.01100158364;101.95785200539663;255.64884044716882
3;82696.99206243086;4.2277134265272126E7;6645.282452920792;286227.1956182618;4352.025127174256;128039.69775766945;991.4145035872871;-1037.3523122653496;784.9179986819701;14219.614946318417;418.5192325011606;47828.894547035765;98.40559097611846;125.73428095876488
4;82833.62614694302;4.2509164060047604E7;6610.704990590402;284113.91357759957;4385.538519506232;123649.9219416772;942.6506264276925;8236.33492918484;762.5097950504595;13927.049795635845;414.89453576143615;34667.681459197374;105.11151384458206;307.18186017568564
5;82821.46383383452;4.250049345960896E7;6642.644289499757;288285.0213897749;4438.529811276521;139007.85639039986;888.2026574505335;19667.354010018076;769.1749827794006;12358.513407418974;443.1514399683736;30856.904842638414;103.58539802492824;215.70461563266898
6;82881.27022180324;4.2573752887560226E7;6666.296970147334;290634.2919600616;4464.09789283661;139289.16732490942;843.6926885123119;26111.553696223265;804.2939929401573;20156.639366419004;453.5632700467439;25606.08802688194;100.64912581151044;210.5672617646526
7;82885.3672387889;4.25666700625993E7;6674.327621718128;288246.776332013;4463.270326203129;134102.67550592677;848.7191293486854;21050.424218494973;834.4276608217884;25535.60003574063;423.7912677415734;28050.626026726135;104.11923760295255;260.0912322617047
8;82908.95100025868;4.2577772898025125E7;6671.302824952465;284966.7964762071;4454.996993719015;129917.86407888467;886.8367877168791;30813.61023779276;824.263239479465;23488.300431477903;397.53618812863004;29324.733599286657;107.66961590847558;321.48789336856703
9;82923.2131183261;4.258658504799905E7;6669.166024358232;282900.96582459693;4428.518300424869;131365.20798308344;919.6995856114183;36583.3317861172;828.3202038835689;21569.652523205514;389.3838490675538;25815.47923735935;103.24408537082198;459.08290603064654
10;82942.83645473512;4.26038554773828E7;6677.998997260421;282323.2884943182;4426.679163008873;126634.481248635;927.6912913969209;31142.10248076634;842.9213231594624;22389.63737114391;383.287697471023;22982.32979553505;97.41952222414183;762.1648845095062
11;82918.66854520637;4.2567724102827534E7;6667.68022193427;281162.17300313764;4456.471743675775;135135.61566656965;912.5247794164703;29992.48814908417;839.7510381353798;20875.335816904004;365.18258982229577;24320.073539771558;93.75007088435038;803.2590598959632
12;82921.08817167726;4.255901511987131E7;6659.25031747772;279622.26119501685;4442.9489669251625;133513.84750415047;923.8466131909596;27799.62514853504;838.5582180330564;19581.788268836946;359.0309980883213;22461.8346665893;94.86552124022059;741.4181742370238
13;82945.09207800918;4.2584108841797516E7;6666.6248849824115;279771.4871828952;4467.449849511458;142559.6631947768;905.6873253688229;29030.084373995924;835.1321382198789;18532.60514672435;363.8200907745305;20557.226798452237;94.53548110772137;667.4932612094644
14;82961.99404169079;4.26087443044532E7;6656.854641675631;279755.8114788939;4440.821527442793;147712.61104533248;911.0782838011102;25875.07294735405;861.9301968296528;28598.343513958127;347.78944316636165;22443.201217536633;95.2351904357143;620.5524431676873
15;82968.88802260057;4.261820089414479E7;6658.500714020635;278805.1637693299;4421.024285631716;148624.09509256;923.7040631424286;26411.60844274799;864.1785963315779;27100.46259045972;351.5807690558809;20916.283179882612;98.01299985903276;695.0528790109481
16;82962.6200381373;4.260696750228535E7;6643.149828170248;280477.13606476254;4405.867197652446;146490.4611785951;932.0331059844838;25384.91572105895;856.3705637903801;26614.284694341695;354.0835144634733;19360.21405733321;94.79544627946562;806.7525332112093
17;82954.94323465269;4.260308617439624E7;6640.983626185811;279365.3420080644;4388.037273648779;147881.5092227621;941.8374135972575;25256.47325027381;866.5326497179276;27368.270306466897;349.5428434008339;18314.496106520517;95.03344582101334;750.0931455576147
18;82959.12026349496;4.261550581876378E7;6641.2401819903125;278529.62456136127;4395.84784661573;147928.15360013396;953.01488214648;25812.60959013726;862.9134701997862;26306.031430140203;335.7607237099692;20433.985638556707;93.70325931834711;726.6983497933635
19;82968.11612360983;4.262719935308249E7;6644.994253363612;278310.75883016764;4407.66703896826;147920.7211627678;952.1762584573204;24113.80922689486;857.5966991692645;25723.80807634268;333.49638900964396;19249.718660982904;94.05786775912247;683.1853004853608
20;82983.11465467086;4.2640994422624454E7;6657.721163605737;281926.5900961207;4410.222963509747;145468.9305090615;966.9731136672021;27070.038615411846;860.8341570800451;24981.33532679972;325.48729553498566;19267.52858982384;94.20363381375668;639.4974677218901
21;82978.08030622851;4.264204627600422E7;6661.9704967537755;281950.9160353186;4402.774923501761;144103.20177267987;974.171786599901;26345.788813275394;858.151175253677;24182.076083656008;332.6426526441882;19127.122422603865;94.2299587542487;601.7991627901702
22;82975.02668754396;4.2627056555729866E7;6656.6355902847345;281468.6930429608;4404.912501814855;143127.39106216113;969.9850280859356;24692.14847623231;858.170695002751;23276.762211797104;329.44749135152364;18197.106567435516;94.11987402966878;567.1115949248784
23;82972.04959830397;4.2619160746428505E7;6656.488495594827;280686.22457297903;4396.5358913489645;142374.10846658127;982.3899877143291;26932.677893944885;856.9536290525643;22442.89420690245;324.81110633956456;17818.892934899137;95.7978811394047;606.3222889263795
24;82962.33571797969;4.2609860608184226E7;6657.496021912691;280043.0685877196;4395.530289718849;139900.46548260923;983.971525976321;25815.050453180356;858.4253551312536;21785.083849446397;324.35533465308237;16926.467742269077;95.21351643318387;579.5737340365438
25;82956.86965191472;4.260741197675215E7;6661.9919541801055;280210.7900844139;4389.079161488789;138782.56678537195;994.797028209188;27126.907363837006;850.3395596997527;22670.022823914194;331.1551140090568;17116.928601256528;96.62109077331858;604.6813933526171
26;82946.45584230531;4.259250234459916E7;6651.930027118264;281432.36331354966;4382.066877320233;137285.0160388592;992.0690689484927;25942.78189809255;852.8170099753845;22102.670270633378;330.17399192406555;16293.412432660754;94.80307895008839;662.8062240834661
27;82959.15308641235;4.2609351868563965E7;6651.064613346612;280732.77126124955;4361.425014804436;145726.19760572154;1007.8893886938536;32025.313524242294;857.699732856875;22181.92394755305;327.69674910594415;15686.439447270788;96.35372788550391;699.7243724255951
28;82954.62723733205;4.260315171823598E7;6642.0796067715655;281694.7606944375;4351.828542186249;146155.8775130434;995.0577302455372;35174.44709720261;857.6877017147051;21507.232669349723;341.32245581963974;20402.74274509968;96.18317680543413;670.2113943258697
29;82952.13375073415;4.2597457754451446E7;6641.513335877159;281181.58582312317;4353.944029584893;144956.1519985731;991.6741547651253;33577.04875309806;856.9301240512248;20915.60667088351;343.9576222733737;19737.94371204249;95.00740520254291;673.5127159029764
30;82956.01745372015;4.2599253973545104E7;6641.61269718373;280472.5683629073;4346.949171801603;144144.82939131217;991.7513037739914;32071.113094801833;864.7027748805502;22389.16846685479;342.46130608878565;18966.09808094478;95.74814063879924;655.6751018776677
31;82954.06739114791;4.258978369273286E7;6641.500135655245;279845.8241504618;4353.034900267306;143676.19103909205;977.2880993564187;36831.41219187693;864.9735840767016;21834.196889034145;349.93833185102625;20001.686396925936;96.26522010379321;635.5279476004337
32;82952.14590113591;4.258608298792109E7;6645.759316271238;280164.11969972344;4366.207906860044;148486.3715282627;968.395571161198;37515.882303293445;865.7581261641775;21345.183709047662;349.0016641720937;19238.362668952654;96.39604791372496;614.3373136890394
33;82951.55336248761;4.258231083539028E7;6646.09814634493;279797.2653464095;4348.021531818255;157380.4691847636;987.8734463351782;49021.33006481599;867.3045584448183;20955.280348315544;346.8233154729308;18670.129598508684;96.07529427374618;594.2754707358419
34;82952.59974019871;4.258242017140628E7;6653.754306246112;281997.0101816476;4349.7710732469795;155328.93743368678;984.8722190212098;47492.848558432626;868.0774774117775;20556.76286813482;354.21512013129785;19968.6477066656;96.81841643484681;592.4514366120134
35;82952.19181619342;4.258229837133874E7;6645.625293392539;283102.86781880003;4341.955829803231;155300.63446908077;983.429889727273;45967.42472382339;867.565493000004;20128.22153291876;356.50301985360153;19473.552828173906;96.17106100842894;583.1738439298385
36;82954.29181440112;4.2586377661561325E7;6650.179644089368;283677.509814488;4338.961732568387;153642.06905422115;987.3460563272445;44704.72383592851;870.0997640867536;19999.026033303235;357.1799777574142;18835.534869695697;96.59211334956855;571.9323697175828
37;82952.93157675242;4.258200400629022E7;6649.844610371602;283300.24121532985;4341.486701855735;152123.41763202584;988.1467340752381;43050.72201772311;872.2418097441517;19805.659358057303;350.8680017882198;19595.255996624954;97.10136290825629;564.5298083423324
38;82955.34981302703;4.2584269109267004E7;6648.48275991561;282785.5914384844;4332.758005052075;153760.37287385046;993.8168606822362;42751.3532267553;872.5668062866555;19415.350682029624;351.30433603072873;18957.128437324856;98.03675186391457;580.6133774545002
39;82955.3120122034;4.2585617196228124E7;6650.521922453786;282770.689277199;4335.9367469388135;152609.2071359366;995.4126955717071;41679.76548107379;876.9895704164269;19901.27230862488;345.32972642509304;19691.007085526366;96.85318310174368;618.1840955371379
40;82957.52717163728;4.259014593447243E7;6650.574229210104;282283.81836831203;4335.302262806125;151140.49069374436;989.1100018078223;41944.66077099447;875.0773260612254;19648.506499099825;353.01974062698315;21525.72540522467;98.06489790794576;656.8153160740104
41;82963.91945875283;4.2596005559489325E7;6651.281006571451;281999.97894745134;4330.695538855106;150270.04163664897;996.3152748218117;43057.85294811227;875.0674591959156;19319.816321019513;351.5361686228862;20913.15164172869;97.66656507572908;642.7827287314908
42;82967.33593296533;4.259225123652626E7;6644.382755458684;283044.48429664323;4320.425839803648;152377.01951047557;998.6671040352327;42094.17024762324;873.4994337087669;19048.8013590731;354.66771020760535;20718.199396700973;97.1226677034277;631.6607936527713
43;82969.56223243983;4.25944191172994E7;6644.218350652418;282549.7151318401;4315.41839874274;151585.3850464275;1002.5343342914889;41530.88867838815;872.8648181920382;18750.795923158374;354.9251383446059;20051.976312218238;98.47566108154301;696.3440603359545
44;82971.18659166901;4.259410830435362E7;6642.310274836147;282139.78948118497;4314.425128102541;150200.13590911962;1002.4670386787359;39933.01416094537;871.8932273252833;18499.067687395443;355.0893033058734;19467.589701082732;98.43557742371121;677.497567218584
45;82974.48669223173;4.2598422021700375E7;6640.822701605407;281688.5137001513;4312.684922409194;148761.1929531984;996.8855549819497;40273.209862833144;872.6346933765401;18249.074288586216;358.4816962955238;19496.81039937886;100.13583454219827;791.0675910235376
46;82976.86416326222;4.260518671834382E7;6643.381102840089;281806.94046114536;4317.302172633099;149141.62468399428;999.1402683889833;39407.10531955429;868.1972394795312;18804.36132200213;359.7187366635797;19021.49326454276;99.02268567489449;826.4460697680558
47;82974.7554533043;4.2602015202515304E7;6645.019561369356;281673.04706588254;4320.984183884718;148898.44419333624;995.7974885268716;38702.19541621604;871.6442790534853;19090.301760771705;358.1286317662017;18648.24663854874;98.46497813807821;818.4589466355285
48;82972.93770091377;4.260143655383206E7;6643.373954045172;281394.9890267523;4324.743465786127;148532.90599426194;993.8439187341586;37690.29029383731;869.0704407448889;19095.58892075803;357.34102071265556;18133.886858277943;98.37510806733921;797.6848885445656
49;82976.20696145171;4.260551441835293E7;6637.470831427834;282339.3242570533;4316.442714560096;150393.25415012438;997.4138560127313;37308.85232344292;869.0099346005943;18816.01200764918;356.96595386938947;17565.790133231687;97.63837238502147;802.1936656089919
